"id","title","sort_title","song_form_id","description","contrafact_id","created_at","updated_at"
34543,"Something For Juno","SOMETHING FOR JUNO",6,,,,
34544,"3/4 For Peace","3/4 FOR PEACE",6,,,,
34545,"Together With Love","TOGETHER WITH LOVE",6,,,,
34546,"Seeker","SEEKER",6,,,,
34547,"Churn","CHURN",6,,,,
34548,"Playin' In The Yard","PLAYIN IN THE YARD",6,,,,
34549,"Li'l Ol' Pottsville","LIL OL POTTSVILLE",6,,,,
34550,"Two For One","TWO FOR ONE",6,,,,
34551,"Bowl Of Soul","BOWL OF SOUL",6,,,,
34552,"For Lester","FOR LESTER",6,,,,
34553,"The Clucker","CLUCKER",6,,,,
34554,"Let Me","LET ME",6,,,,
34555,"Joobobie","JOOBOBIE",6,,,,
34556,"Royal Love","ROYAL LOVE",6,,,,
34557,"Upptankt","UPPTANKT",6,,,,
34558,"Pretty Strange [lyric version]","PRETTY STRANGE LYRIC VERSION",6,,,,
34559,"204","204",6,,,,
34560,"Two Is One","TWO IS ONE",6,,,,
34561,"Bitchin'","BITCHIN",6,,,,
34562,"In A Funky Way","IN A FUNKY WAY",6,,,,
34563,"In His Presence Searching","IN HIS PRESENCE SEARCHING",6,,,,
34564,"Hopscotch","HOPSCOTCH",6,,,,
34565,"Desencontro (Disenchantment)","DESENCONTRO DISENCHANTMENT",6,,,,
34566,"Alvorada (A New Dawn)","ALVORADA A NEW DAWN",6,,,,
34567,"Chao (Roots)","CHAO ROOTS",6,,,,
34568,"Waiting On The Corner","WAITING ON THE CORNER",6,,,,
34569,"Natal No Interior (Quiet Pictures)","NATAL NO INTERIOR QUIET PICTURES",6,,,,
34570,"Cravo Canela (Cinnamon Flower)","CRAVO CANELA CINNAMON FLOWER",6,,,,
34571,"A Woman's Intuition","WOMANS INTUITION",6,,,,
34572,"Mama, Do I Gotta?","MAMA DO I GOTTA",6,,,,
34573,"A Lover Like You","LOVER LIKE YOU",6,,,,
34574,"A Summer Romance","SUMMER ROMANCE",6,,,,
34575,"Life Can Be Beautiful","LIFE CAN BE BEAUTIFUL",6,,,,
34576,"A - You're Adorable","- YOURE ADORABLE",6,,,,
34577,"Beyond The Next Hill","BEYOND THE NEXT HILL",6,,,,
34578,"Go Away, My Love","GO AWAY MY LOVE",6,,,,
34579,"I Only Know How To Cry","I ONLY KNOW HOW TO CRY",6,,,,
34580,"Love Does Funny Things","LOVE DOES FUNNY THINGS",6,,,,
34581,"The Lost And The Lonely","LOST AND THE LONELY",6,,,,
34582,"Under This Smile","UNDER THIS SMILE",6,,,,
34583,"Try, Try Again","TRY TRY AGAIN",6,,,,
34584,"Seasons Lost Love","SEASONS LOST LOVE",6,,,,
34585,"I Can't Find My Way Home","I CANT FIND MY WAY HOME",6,,,,
34586,"Leave Me Alone","LEAVE ME ALONE",6,,,,
34587,"There He Goes","THERE HE GOES",6,,,,
34588,"It's A Lonely World","ITS A LONELY WORLD",6,,,,
34589,"You're So Far Away From Me","YOURE SO FAR AWAY FROM ME",6,,,,
34590,"My Charleston","MY CHARLESTON",6,,,,
34591,"Chapeau Cloche","CHAPEAU CLOCHE",6,,,,
34592,"Sack Dress","SACK DRESS",6,,,,
34593,"Original Charleston Strut","ORIGINAL CHARLESTON STRUT",6,,,,
34594,"A Very Proper Town","VERY PROPER TOWN",6,,,,
34595,"Hey, Madame!","HEY MADAME",6,,,,
34596,"Morning Music Of Montmartre","MORNING MUSIC OF MONTMARTRE",6,,,,
34597,"You Don't Know Him","YOU DONT KNOW HIM",6,,,,
34598,"Give It All You Got","GIVE IT ALL YOU GOT",6,,,,
34599,"Surprise","SURPRISE",6,,,,
34600,"Life Does A Man A Favor","LIFE DOES A MAN A FAVOR",6,,,,
34601,"Keep It Simple","KEEP IT SIMPLE",6,,,,
34602,"You're So Right For Me","YOURE SO RIGHT FOR ME",6,,,,
34603,"We're Not Children","WERE NOT CHILDREN",6,,,,
34604,"Levittown","LEVITTOWN",6,,,,
34605,"Corona","CORONA",6,,,,
34606,"Aqueduct","AQUEDUCT",6,,,,
34607,"Riverhead","RIVERHEAD",6,,,,
34608,"Valley Stream","VALLEY STREAM",6,,,,
34609,"Greenport","GREENPORT",6,,,,
34610,"Fire Island","FIRE ISLAND",6,,,,
34611,"Massapequa","MASSAPEQUA",6,,,,
34612,"Lunatic Waltz","LUNATIC WALTZ",6,,,,
34613,"Bad Girl","BAD GIRL",6,,,,
34614,"Blues East","BLUES EAST",1,,,,
34615,"Big G","BIG G",6,,,,
34616,"Nirvana","NIRVANA",6,,,,
34617,"Puttin'","PUTTIN",6,,,,
34618,"Count The Nights And Times","COUNT THE NIGHTS AND TIMES",6,,,,
34619,"Desert Flower","DESERT FLOWER",6,,,,
34620,"Fluvius","FLUVIUS",6,,,,
34621,"The Courage","COURAGE",6,,,,
34622,"Lady Fay","LADY FAY",6,,,,
34623,"Q. T. Hush","Q T HUSH",6,,,,
34624,"Teela","TEELA",6,,,,
34625,"Cheryl E.","CHERYL E",6,,,,
34626,"Earth Birth","EARTH BIRTH",6,,,,
34627,"Nice Ice","NICE ICE",6,,,,
34628,"Let's Climb A Hill","LETS CLIMB A HILL",6,,,,
34629,"Spot-Five Blues","SPOT-FIVE BLUES",6,,,,
34630,"Lisa Lovely","LISA LOVELY",6,,,,
34631,"Gingerbread","GINGERBREAD",6,,,,
34632,"F. E. W. Blues","F E W BLUES",6,,,,
34633,"Portrait Of Patsy J.","PORTRAIT OF PATSY J",6,,,,
34634,"Uncle Nemo","UNCLE NEMO",6,,,,
34635,"Honk Honk","HONK HONK",6,,,,
34636,"C. B. Blues","C B BLUES",6,,,,
34637,"Caban Bamboo Highlife","CABAN BAMBOO HIGHLIFE",6,,,,
34638,"Machine Blues","MACHINE BLUES",6,,,,
34639,"From Now On","FROM NOW ON",6,,,,
34640,"Nice And Easy","NICE AND EASY",6,,,,
34641,"Walkin' On Home","WALKIN ON HOME",6,,,,
34642,"Black Rose","BLACK ROSE",6,,,,
34643,"Tommy's Toon","TOMMYS TOON",6,,,,
34644,"The New Soft Shoe","NEW SOFT SHOE",6,,,,
34645,"Easy Listnin'","EASY LISTNIN",6,,,,
34646,"Martyni Time","MARTYNI TIME",6,,,,
34647,"Once You Find Your Guy","ONCE YOU FIND YOUR GUY",6,,,,
34648,"Billy (I Always Dream Of Bill)","BILLY I ALWAYS DREAM OF BILL",6,,,,
34649,"I Wish I Was Back In My Baby's Arms","I WISH I WAS BACK IN MY BABYS ARMS",6,,,,
34650,"Talk Fast, My Heart, Talk Fast","TALK FAST MY HEART TALK FAST",6,,,,
34651,"'Bout You 'n' Me","BOUT YOU N ME",6,,,,
34652,"A Dandy Line","DANDY LINE",6,,,,
34653,"El Dorado Blues","EL DORADO BLUES",6,,,,
34654,"Dusk Light","DUSK LIGHT",6,,,,
34655,"The Facts About Max","FACTS ABOUT MAX",6,,,,
34656,"Iris Of The I.R.A.","IRIS OF THE IRA",6,,,,
34657,"Log Rolling","LOG ROLLING",6,,,,
34658,"Dool's Blues","DOOLS BLUES",6,,,,
34659,"Theme From Lighthouse","THEME FROM LIGHTHOUSE",6,,,,
34660,"Water Blues Fall","WATER BLUES FALL",6,,,,
34661,"Sapphire","SAPPHIRE",6,,,,
34662,"Tales Of Brooklyn","TALES OF BROOKLYN",6,,,,
34663,"Rainy Day Love","RAINY DAY LOVE",6,,,,
34664,"Mambesi","MAMBESI",6,,,,
34665,"Oye Mi Piano","OYE MI PIANO",6,,,,
34666,"Kelly And Me","KELLY AND ME",6,,,,
34667,"Blue Light","BLUE LIGHT",6,,,,
34668,"You're Everywhere","YOURE EVERYWHERE",6,,,,
34669,"Ambrose (Just Keep Walking)","AMBROSE JUST KEEP WALKING",6,,,,
34670,"I Lay Me Down","I LAY ME DOWN",6,,,,
34671,"Feeling","FEELING",6,,,,
34672,"I Still Love You","I STILL LOVE YOU",6,,,,
34673,"Gliding Home","GLIDING HOME",6,,,,
34674,"Unknown Minor","UNKNOWN MINOR",6,,,,
34675,"I'mi See You Later","IMI SEE YOU LATER",6,,,,
34676,"I Did","I DID",6,,,,
34677,"Aicirtap","AICIRTAP",6,,,,
34678,"Audreyssimo","AUDREYSSIMO",6,,,,
34679,"Bobbie","BOBBIE",6,,,,
34680,"Opus No. 3","OPUS NO 3",6,,,,
34681,"Vanski","VANSKI",6,,,,
34682,"Mellow In Coli","MELLOW IN COLI",6,,,,
34683,"Late Freight","LATE FREIGHT",6,,,,
34684,"Comin' Through The Rye","COMIN THROUGH THE RYE",6,,,,
34685,"Motown Express","MOTOWN EXPRESS",6,,,,
34686,"Just Loving You","JUST LOVING YOU",6,,,,
34687,"El Rig","EL RIG",6,,,,
34688,"Conmingo","CONMINGO",6,,,,
34689,"El Rio","EL RIO",6,,,,
34690,"Simpatica","SIMPATICA",6,,,,
34691,"Mioki","MIOKI",6,,,,
34692,"Taste Time","TASTE TIME",6,,,,
34693,"Tony's Tune","TONYS TUNE",6,,,,
34694,"March Lightly","MARCH LIGHTLY",6,,,,
34695,"The Ghost","GHOST",6,,,,
34696,"The Swinging Jesters Blues","SWINGING JESTERS BLUES",6,,,,
34697,"Orgasm","ORGASM",6,,,,
34698,"Night Vigil","NIGHT VIGIL",6,,,,
34699,"Melvin's Masquerade","MELVINS MASQUERADE",6,,,,
34700,"All Day Sunday","ALL DAY SUNDAY",6,,,,
34701,"A Ballad At 5 AM","BALLAD AT 5 AM",6,,,,
34702,"You Can't Hardly Get Them No More","YOU CANT HARDLY GET THEM NO MORE",6,,,,
34703,"Lost Within A Dream","LOST WITHIN A DREAM",6,,,,
34704,"It Was Nice While The Money Rolled In","IT WAS NICE WHILE THE MONEY ROLLED IN",6,,,,
34705,"Sabre Dance [from <i>Gayane</i>]","SABRE DANCE FROM <I>GAYANE</I>",6,,,,
34706,"Cumana","CUMANA",6,,,,
34708,"Honky Tonk Train Blues","HONKY TONK TRAIN BLUES",6,,,,
34709,"We're Home","WERE HOME",6,,,,
34710,"Nine O'Clock","NINE OCLOCK",6,,,,
34711,"Little Green Snake","LITTLE GREEN SNAKE",6,,,,
34712,"Promise Me A Rose","PROMISE ME A ROSE",6,,,,
34713,"But Yours","BUT YOURS",6,,,,
34714,"Sid, Ol' Kid","SID OL KID",6,,,,
34715,"Patience Of A Saint","PATIENCE OF A SAINT",6,,,,
34716,"Thinkin' Things","THINKIN THINGS",6,,,,
34717,"Promise Her Anything","PROMISE HER ANYTHING",6,,,,
34718,"It's Not Unusual","ITS NOT UNUSUAL",6,,,,
34719,"The Proud Camel","PROUD CAMEL",6,,,,
34720,"Gotta Go","GOTTA GO",6,,,,
34721,"Chicken Road","CHICKEN ROAD",6,,,,
34722,"L-O-V-E Spells Fool","L-O-V-E SPELLS FOOL",6,,,,
34723,"Dusky January","DUSKY JANUARY",6,,,,
34724,"Hamilton Again","HAMILTON AGAIN",6,,,,
34725,"Miss Pettibone Confesses","MISS PETTIBONE CONFESSES",6,,,,
34726,"The Cat","CAT",6,,,,
34727,"The Thing","THING",6,,,,
34728,"Poor Simple Simon","POOR SIMPLE SIMON",6,,,,
34729,"Don't Kick It Around","DONT KICK IT AROUND",6,,,,
34730,"Jamaica Mon","JAMAICA MON",6,,,,
34731,"So Much Of Nothing To Do","SO MUCH OF NOTHING TO DO",6,,,,
34732,"A Ting-a-ling","TING-A-LING",6,,,,
34733,"Mister Blue","MISTER BLUE",6,,,,
34734,"I'm Lost Without You Tonight","IM LOST WITHOUT YOU TONIGHT",6,,,,
34735,"At Least You Could Save Me A Dream","AT LEAST YOU COULD SAVE ME A DREAM",6,,,,
34736,"Annabelle","ANNABELLE",6,,,,
34737,"Tenors West","TENORS WEST",6,,,,
34738,"The Dragon","DRAGON",6,,,,
34739,"Paich-ence","PAICH-ENCE",6,,,,
34740,"At The Marty-Gras","AT THE MARTY-GRAS",6,,,,
34741,"Jacqueline","JACQUELINE",6,,,,
34742,"Ballet Du Bongo","BALLET DU BONGO",6,,,,
34743,"Con Spirito","CON SPIRITO",6,,,,
34744,"Four Blow Fours","FOUR BLOW FOURS",6,,,,
34745,"Coldwater Canyon Blues","COLDWATER CANYON BLUES",6,,,,
34746,"Times Square","TIMES SQUARE",6,,,,
34747,"Fish Tail","FISH TAIL",6,,,,
34748,"Lonely Time","LONELY TIME",6,,,,
34749,"Tempo De Sylva","TEMPO DE SYLVA",6,,,,
34750,"Tomjean","TOMJEAN",6,,,,
34751,"Stranger In The Rain","STRANGER IN THE RAIN",6,,,,
34752,"Kentucky Blue Grass","KENTUCKY BLUE GRASS",6,,,,
34753,"Scarf Dance","SCARF DANCE",6,,,,
34754,"Ballade","BALLADE",6,,,,
34755,"Safari","SAFARI",6,,,,
34756,"Lady Like","LADY LIKE",6,,,,
34757,"Jazz For Gene","JAZZ FOR GENE",6,,,,
34758,"California Zephyr","CALIFORNIA ZEPHYR",6,,,,
34759,"Smog à la Mode","SMOG À LA MODE",6,,,,
34760,"Larissa","LARISSA",6,,,,
34761,"Marty's Blues","MARTYS BLUES",6,,,,
34762,"Pitfall","PITFALL",6,,,,
34763,"Sidewinder","SIDEWINDER",6,,,,
34764,"Melancholy Madeline","MELANCHOLY MADELINE",6,,,,
34765,"Hornpipe For The Queen","HORNPIPE FOR THE QUEEN",6,,,,
34766,"That Slavic Smile","THAT SLAVIC SMILE",6,,,,
34767,"Little Bix","LITTLE BIX",6,,,,
34768,"Meta Blue","META BLUE",6,,,,
34769,"Mr. Gaddis Thorpe","MR GADDIS THORPE",6,,,,
34770,"Stuffed Olives","STUFFED OLIVES",6,,,,
34771,"Myrtha","MYRTHA",6,,,,
34772,"The Lively Ghost","LIVELY GHOST",6,,,,
34773,"First With The Most","FIRST WITH THE MOST",6,,,,
34774,"Phweedah","PHWEEDAH",6,,,,
34775,"The Troglodyte","TROGLODYTE",6,,,,
34776,"The View From Jazzbo's Head","VIEW FROM JAZZBOS HEAD",6,,,,
34777,"Giggles","GIGGLES",6,,,,
34778,"Take Six","TAKE SIX",6,,,,
34779,"Shifty","SHIFTY",6,,,,
34780,"Miss Pretty","MISS PRETTY",6,,,,
34781,"Sonny's Minor Interlude","SONNYS MINOR INTERLUDE",6,,,,
34782,"Summit Stomp","SUMMIT STOMP",6,,,,
34783,"Tasty","TASTY",6,,,,
34784,"Tasty","TASTY",6,,,,
34785,"Itchy Fingers","ITCHY FINGERS",6,,,,
34786,"Two Kinds Of Blues","TWO KINDS OF BLUES",6,,,,
34787,"As Far As We're Concerned","AS FAR AS WERE CONCERNED",6,,,,
34788,"Strange Diet","STRANGE DIET",6,,,,
34789,"Porky's Blues (In A Blue Funk)","PORKYS BLUES IN A BLUE FUNK",6,,,,
34790,"Music To Sin By","MUSIC TO SIN BY",6,,,,
34791,"Miss Bo","MISS BO",6,,,,
34792,"Snapshot","SNAPSHOT",6,,,,
34793,"Tropical Intrigue","TROPICAL INTRIGUE",6,,,,
34794,"Dilemma Diablo","DILEMMA DIABLO",6,,,,
34795,"Plush Life","PLUSH LIFE",6,,,,
34796,"Pablo's Roonie","PABLOS ROONIE",6,,,,
34797,"The Holy Main","HOLY MAIN",6,,,,
34798,"Big D","BIG D",6,,,,
34799,"Like Basie","LIKE BASIE",6,,,,
34800,"P. Q.","P Q",6,,,,
34801,"The Heat's Off","HEATS OFF",6,,,,
34802,"Blue Devil Jump","BLUE DEVIL JUMP",6,,,,
34803,"Humpty Dumpty","HUMPTY DUMPTY",6,,,,
34804,"The Heat's On","HEATS ON",6,,,,
34805,"Rhumblues","RHUMBLUES",6,,,,
34806,"Blues In Lament","BLUES IN LAMENT",1,,,,
34807,"Blow Your Horn","BLOW YOUR HORN",6,,,,
34808,"Takin' My Time","TAKIN MY TIME",6,,,,
34809,"I Wanna Blow","I WANNA BLOW",6,,,,
34810,"I Remember Harlem","I REMEMBER HARLEM",6,,,,
34811,"Green Is Blue [aka Green's Blues]","GREEN IS BLUE AKA GREENS BLUES",6,,,,
34812,"Birdland Jump","BIRDLAND JUMP",6,,,,
34813,"Along About This Time Of The Year","ALONG ABOUT THIS TIME OF THE YEAR",6,,,,
34814,"Black Jack","BLACK JACK",6,,,,
34815,"Pretty Little Girl","PRETTY LITTLE GIRL",6,,,,
34816,"The Ballad Of Jazz Street","BALLAD OF JAZZ STREET",6,,,,
34817,"K. O. Blues","K O BLUES",6,,,,
34818,"Stompin' At The Strath","STOMPIN AT THE STRATH",6,,,,
34819,"Aaron's Axe","AARONS AXE",6,,,,
34820,"Sam Beeps And Bops","SAM BEEPS AND BOPS",6,,,,
34821,"Tiny's Con","TINYS CON",6,,,,
34822,"Patsy's Idea","PATSYS IDEA",6,,,,
34823,"Kingfish","KINGFISH",6,,,,
34824,"Helen","HELEN",6,,,,
34825,"The Bullfrog","BULLFROG",6,,,,
34826,"Rondo Blues","RONDO BLUES",6,,,,
34827,"Pensa-Coolin'","PENSA-COOLIN",6,,,,
34828,"Beans","BEANS",6,,,,
34829,"B. E. Blues","B E BLUES",6,,,,
34830,"Blue And Nude","BLUE AND NUDE",6,,,,
34831,"Strolling Down Visger Road","STROLLING DOWN VISGER ROAD",6,,,,
34832,"Little Bit Of Some 'um","LITTLE BIT OF SOME UM",6,,,,
34833,"Like You","LIKE YOU",6,,,,
34834,"Morning Mist","MORNING MIST",6,,,,
34835,"Pierre's Moment","PIERRES MOMENT",6,,,,
34836,"Erkin","ERKIN",6,,,,
34839,"Four - 1","FOUR - 1",6,,,,
34840,"Never Look Back","NEVER LOOK BACK",6,,,,
34842,"Little Juicy","LITTLE JUICY",6,,,,
34843,"Unforgettable April","UNFORGETTABLE APRIL",6,,,,
34844,"Lightly, Comes The Dawn","LIGHTLY COMES THE DAWN",6,,,,
34845,"The Girl From Rio","GIRL FROM RIO",6,,,,
34846,"Soul And Body","SOUL AND BODY",6,,,,
34847,"B-flat Jam Blues","B-FLAT JAM BLUES",6,,,,
34848,"Autumn Hues","AUTUMN HUES",6,,,,
34849,"Almost Midnight","ALMOST MIDNIGHT",6,,,,
34850,"Trio By Starlight","TRIO BY STARLIGHT",6,,,,
34851,"Quiescent Nights","QUIESCENT NIGHTS",6,,,,
34852,"Who's Got Rhythm","WHOS GOT RHYTHM",6,,,,
34853,"Frog's Legs","FROGS LEGS",6,,,,
34854,"It's Love","ITS LOVE",6,,,,
34855,"Twelve By Two For Squatty Roo","TWELVE BY TWO FOR SQUATTY ROO",6,,,,
34856,"Ballad For Very Tired And Very Sad Lotus Eaters","BALLAD FOR VERY TIRED AND VERY SAD LOTUS EATERS",6,,,,
34857,"Las Cucarachas Entran","LAS CUCARACHAS ENTRAN",6,,,,
34858,"'Round Midnight [lyric version 2]","ROUND MIDNIGHT LYRIC VERSION 2",6,,,,
34859,"'Round Midnight [lyric version 3]","ROUND MIDNIGHT LYRIC VERSION 3",6,,,,
34860,"The Grand Finale [lyric version of 'Round Midnight]","GRAND FINALE LYRIC VERSION OF ROUND MIDNIGHT",6,,,,
34861,"Portrait Of Billie Holiday","PORTRAIT OF BILLIE HOLIDAY",6,,,,
34862,"Two Different Ways To Play The Blues","TWO DIFFERENT WAYS TO PLAY THE BLUES",6,,,,
34864,"Uli Shrine","ULI SHRINE",6,,,,
34865,"Ballad For T.","BALLAD FOR T",6,,,,
34866,"Valse Triste Valse","VALSE TRISTE VALSE",6,,,,
34867,"Portrait Of F. E. Weston","PORTRAIT OF F E WESTON",6,,,,
34868,"The Healers","HEALERS",6,,,,
34869,"The Seventh Queen","SEVENTH QUEEN",6,,,,
34870,"Blue Moses","BLUE MOSES",6,,,,
34871,"A Prayer For Us All","PRAYER FOR US ALL",6,,,,
34872,"La Elaha-Ella Allah-Morad Allah","LA ELAHA-ELLA ALLAH-MORAD ALLAH",6,,,,
34873,"Please Don't Bundle Me","PLEASE DONT BUNDLE ME",6,,,,
34874,"Waterfall","WATERFALL",6,,,,
34875,"First Moves","FIRST MOVES",6,,,,
34876,"Allison","ALLISON",6,,,,
34877,"Duke Of Iron","DUKE OF IRON",6,,,,
34878,"Promise","PROMISE",6,,,,
34879,"Just Once","JUST ONCE",6,,,,
34880,"Here You Come Again","HERE YOU COME AGAIN",6,,,,
34881,"Jo Jo","JO JO",6,,,,
34882,"A Penny Saved","PENNY SAVED",6,,,,
34883,"Coconut Bread","COCONUT BREAD",6,,,,
34884,"No Problem","NO PROBLEM",6,,,,
34885,"Joyous Lake","JOYOUS LAKE",6,,,,
34886,"Illusions","ILLUSIONS",6,,,,
34887,"The Beauty Of It All","BEAUTY OF IT ALL",6,,,,
34888,"A Night In Mbari","NIGHT IN MBARI",6,,,,
34889,"The Three Pyramids And The Sphynx","THREE PYRAMIDS AND THE SPHYNX",6,,,,
34890,"Casbah Kids","CASBAH KIDS",6,,,,
34891,"Jahjûka","JAHJÛKA",6,,,,
34892,"The Gathering","GATHERING",6,,,,
34893,"Three Stars Will Shine Tonight","THREE STARS WILL SHINE TONIGHT",6,,,,
34894,"Who, What, Why, Where, When?","WHO WHAT WHY WHERE WHEN",6,,,,
34895,"Nothing More To Look Forward To","NOTHING MORE TO LOOK FORWARD TO",6,,,,
34896,"Sounds (Moving On)","SOUNDS MOVING ON",6,,,,
34897,"I Think I Got It Now","I THINK I GOT IT NOW",6,,,,
34898,"Fake","FAKE",6,,,,
34899,"Tight","TIGHT",6,,,,
34900,"So...........","SO",6,,,,
34901,"Open The Door","OPEN THE DOOR",6,,,,
34902,"Caribbean Sun","CARIBBEAN SUN",6,,,,
34903,"Either It's Love Or It Isn't","EITHER ITS LOVE OR IT ISNT",6,,,,
34904,"March Of The Siamese Children","MARCH OF THE SIAMESE CHILDREN",6,,,,
34905,"Will I Forget?","WILL I FORGET",6,,,,
34906,"Lap","LAP",6,,,,
34907,"Hey, Lee!","HEY LEE",6,,,,
34908,"Hod House","HOD HOUSE",6,,,,
34909,"Money (That's What I Want)","MONEY THATS WHAT I WANT",6,,,,
34910,"Little Tracy","LITTLE TRACY",6,,,,
34911,"Renfield","RENFIELD",6,,,,
34912,"Good Golly, Miss Nancy","GOOD GOLLY MISS NANCY",6,,,,
34913,"Keying In Your Bank","KEYING IN YOUR BANK",6,,,,
34914,"Robin Hood","ROBIN HOOD",6,,,,
34915,"The Mechanical Answering Service Of Chris And Marta White","MECHANICAL ANSWERING SERVICE OF CHRIS AND MARTA WHITE",6,,,,
34916,"Magistrate Lousvart","MAGISTRATE LOUSVART",6,,,,
34917,"The Winged Coyote","WINGED COYOTE",6,,,,
34918,"Echo Afrika","ECHO AFRIKA",6,,,,
34919,"Changes","CHANGES",6,,,,
34920,"Cosmic Piece","COSMIC PIECE",6,,,,
34921,"Life Upon The Wicked Stage","LIFE UPON THE WICKED STAGE",6,,,,
34922,"I Might Fall Back On You","I MIGHT FALL BACK ON YOU",6,,,,
34923,"A Teardrop","TEARDROP",6,,,,
34924,"Have You Got Any Dreams For Sale?","HAVE YOU GOT ANY DREAMS FOR SALE",6,,,,
34925,"Dexter's Alley","DEXTERS ALLEY",6,,,,
34926,"The Eight Ender","EIGHT ENDER",6,,,,
34927,"Clear Lake Love Call","CLEAR LAKE LOVE CALL",6,,,,
34928,"Little Bossa","LITTLE BOSSA",6,,,,
34929,"Mambo Puente","MAMBO PUENTE",6,,,,
34930,"The Dog Walk","DOG WALK",6,,,,
34931,"Passing Through","PASSING THROUGH",6,,,,
34932,"Frisky","FRISKY",6,,,,
34933,"Mystery Man","MYSTERY MAN",6,,,,
34934,"Remember When","REMEMBER WHEN",6,,,,
34935,"So That's How It Is","SO THATS HOW IT IS",6,,,,
34936,"Summer Soft","SUMMER SOFT",6,,,,
34937,"Blues For A Reason","BLUES FOR A REASON",1,,,,
34938,"Well Spoken","WELL SPOKEN",6,,,,
34939,"We Know It's Love","WE KNOW ITS LOVE",6,,,,
34940,"Lost And Found","LOST AND FOUND",6,,,,
34941,"Instant Blue","INSTANT BLUE",6,,,,
34942,"Rat Race","RAT RACE",6,,,,
34943,"Outstanding","OUTSTANDING",6,,,,
34944,"Tadd","TADD",6,,,,
34945,"Ultramarine","ULTRAMARINE",6,,,,
34946,"Veronica's Kingdom Song","VERONICAS KINGDOM SONG",6,,,,
34947,"Good Guy, Bad Guy","GOOD GUY BAD GUY",6,,,,
34948,"Sir Felix","SIR FELIX",6,,,,
34949,"Blimey","BLIMEY",6,,,,
34950,"Jazz Of Two Cities","JAZZ OF TWO CITIES",6,,,,
34951,"Hello, Suckers","HELLO SUCKERS",6,,,,
34952,"Summer's Gone","SUMMERS GONE",6,,,,
34953,"And Then Some","AND THEN SOME",6,,,,
34954,"Hank's Pranks","HANKS PRANKS",6,,,,
34955,"Thanks For The Misery","THANKS FOR THE MISERY",6,,,,
34956,"Ooga Dooga","OOGA DOOGA",6,,,,
34957,"South Of The Orient","SOUTH OF THE ORIENT",6,,,,
34958,"Later","LATER",6,,,,
34959,"Diggers Delite","DIGGERS DELITE",6,,,,
34960,"Sunrise","SUNRISE",6,,,,
34961,"Talisman","TALISMAN",6,,,,
34962,"For Cindy","FOR CINDY",6,,,,
34963,"Curl","CURL",6,,,,
34964,"Walkabout","WALKABOUT",6,,,,
34965,"The Freedom Suite","FREEDOM SUITE",6,,,,
34966,"Strange As It Seems","STRANGE AS IT SEEMS",6,,,,
34967,"Shout Out Loud","SHOUT OUT LOUD",6,,,,
34968,"Why Do You Cry?","WHY DO YOU CRY",6,,,,
34969,"Why Do You Cry?","WHY DO YOU CRY",6,,,,
34970,"Why Do You Cry?","WHY DO YOU CRY",6,,,,
34971,"Before I Fell For You","BEFORE I FELL FOR YOU",6,,,,
34972,"Shall I Try Again","SHALL I TRY AGAIN",6,,,,
34973,"Close Your Eyes","CLOSE YOUR EYES",6,,,,
34974,"Here Comes Heaven Again","HERE COMES HEAVEN AGAIN",6,,,,
34975,"I Close My Eyes","I CLOSE MY EYES",6,,,,
34976,"Give Your Heart A Chance","GIVE YOUR HEART A CHANCE",6,,,,
34977,"Little Miss Loser","LITTLE MISS LOSER",6,,,,
34978,"Something For My Heart","SOMETHING FOR MY HEART",6,,,,
34979,"After Hour Swing","AFTER HOUR SWING",6,,,,
34980,"Each Side Of The River","EACH SIDE OF THE RIVER",6,,,,
34981,"Where You Gonna Run To","WHERE YOU GONNA RUN TO",6,,,,
34982,"You Gotta Be A Good Man","YOU GOTTA BE A GOOD MAN",6,,,,
34983,"Harvest Time","HARVEST TIME",6,,,,
34984,"Hey Frenchy","HEY FRENCHY",6,,,,
34985,"Honky Tonk Caboose","HONKY TONK CABOOSE",6,,,,
34986,"Levee","LEVEE",6,,,,
34987,"The Jazz Message (With Freedom For All)","JAZZ MESSAGE WITH FREEDOM FOR ALL",6,,,,
34988,"Whoo-ee","WHOO-EE",6,,,,
34989,"Winds","WINDS",6,,,,
34990,"Miss Spring Blues","MISS SPRING BLUES",6,,,,
34991,"A Message From Home","MESSAGE FROM HOME",6,,,,
34992,"Manta Wray","MANTA WRAY",6,,,,
34993,"Harlequin","HARLEQUIN",6,,,,
34994,"Love Comes To Mehitabel Brown","LOVE COMES TO MEHITABEL BROWN",6,,,,
34995,"Chuz Duz","CHUZ DUZ",6,,,,
34996,"Two By Four","TWO BY FOUR",6,,,,
34997,"Encore","ENCORE",6,,,,
34998,"The Beat","BEAT",6,,,,
34999,"Bounce","BOUNCE",6,,,,
35000,"My New Jet Plane","MY NEW JET PLANE",6,,,,
35001,"Steresis","STERESIS",6,,,,
35002,"Oasis","OASIS",6,,,,
35003,"Sharon","SHARON",6,,,,
35004,"Whitewash","WHITEWASH",6,,,,
35005,"Lost World","LOST WORLD",6,,,,
35006,"Viva Zapata","VIVA ZAPATA",6,,,,
35007,"Searle's Corner","SEARLES CORNER",6,,,,
35008,"Half Mine","HALF MINE",6,,,,
35009,"Gar-Din","GAR-DIN",6,,,,
35010,"Bird's Blues","BIRDS BLUES",6,,,,
